issuer,card_name,field,csv_value,website_value,status,source_url
Amex,Marriott Bonvoy Business American Express Card,signup_bonus,100000,Get Support United States Change Country Search clear search input search Customer Service Log In Log Out My Account Card A,MISMATCH,https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/amex-marriott-bonvoy-business-credit-card/
Amex,Marriott Bonvoy Business American Express Card,minimum_spend_amount,"$1,000",$60,MISMATCH,https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/amex-marriott-bonvoy-business-credit-card/
Amex,Marriott Bonvoy Business American Express Card,spend_time_frame,3,,MISSING,https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/amex-marriott-bonvoy-business-credit-card/
Amex,Marriott Bonvoy Business American Express Card,intro_apr_purchase,,,MISSING,https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/amex-marriott-bonvoy-business-credit-card/
Amex,Marriott Bonvoy Business American Express Card,foreign_tx_fee,No,Foreign Transaction Fees Marriott Bonvoy Card Members enjoy int,MISMATCH,https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/amex-marriott-bonvoy-business-credit-card/
Amex,Delta SkyMiles Gold Business American Express Card,annual_fee,150,Annual Fee Credit Cards Business Credit Cards View All Business Credit Cards Business Platinum Card® Most Popular Business Credit Cards Travel Business Credit Cards No Annual Fee Business Credit Cards Flexible Payment Business Credit Cards Corporate Cards View All Corporate Cards and Programs Corporate Green Card Corporate Gold Card Corporate Platinum Card Corporate Purchasing Card Gift Cards View All Gift Cards United States Change Country Banking Banking Personal Savings View All Savings Products High Yield Savings (HYSA) Certificates of Deposit (CD) Savings Help & Support Personal Checking and Loans Personal Checking Personal Checking Help Personal Loans Personal Loans Help Business Banking Business Checking Business Line of Credit United States Change Country Travel Travel Book And Manage Travel Book a Trip Book Fine Hotels + Resorts® Book The Hotel Collection Book International Airline Program Book Cruise Privileges Program Manage My Trips Travel Inspiration View Travel Programs and Benefits Travel Guides & Inspiration Cruises and Custom Vacations Airport Lounge Access by Card Business Travel View All Business Travel Solutions Services and Support Travel Insurance Car Rental Insurance How to Book a Trip with Points How to Redeem Travelers Cheques Travel Help Center Global Assist Hotline United States Change Country Rewards & Benefits Rewards & Benefits Rewards Membership Rewards® Program Cash back Refer a Friend Benefits and Offers View All Benefits Travel Amex Offers Entertainment and Events Security Manage Membership Dashboard Rewards Summary Points Value Calculator Cover Card Charges Pay with Points Redeem points for Gift Cards Support How do I find and add Amex Offers to my Card? View all FAQs United States Change Country Business Business Business Services Business Services Home View All Business Credit Cards Business Checking Business Line of Credit Business Class: Trends & Insights Corporate Solutions View All Corporate Cards and Programs For Mid-Sized Companies For Large and Global Enterprises Payment Products View All Payment Solutions Automated Payments vPayment Merchant Services Merchant Home Accept the Card Merchant Payment Solutions Get Support United States Change Country Search clear search input search Customer Service Log In Log Out My Account Card Accounts Create Your Online Account Account Home Confirm Your Card Statements & Activity Account Services Card Benefits Business Accounts Small Business Merchant Home American Express @ Work Other Accounts and Payments Savings Accounts Send Money & Split Purchases: Venmo and PayPal Membership Rewards® Point Summary Tools and Support SpendSmart® FICO® Score and Insights CreditSecure® Forgot User ID or Password? Security Center Cards Personal Cards View All Credit Cards Platinum Card® Interested in Amex? See if You’re Pre-Qualified Travel Credit Cards Cash Back Credit Cards No Annual Fee Credit Cards Business Credit Cards View All Business Credit Cards Business Platinum Card® Most Popular Business Credit Cards Travel Business Credit Cards No Annual Fee Business Credit Cards Flexible Payment Business Credit Cards Corporate Cards View All Corporate Cards and Programs Corporate Green Card Corporate Gold Card Corporate Platinum Card Corporate Purchasing Card Gift Cards View All Gift Cards Banking Personal Savings View All Savings Products High Yield Savings (HYSA) Certificates of Deposit (CD) Savings Help & Support Personal Checking and Loans Personal Checking Personal Checking Help Personal Loans Personal Loans Help Business Banking Business Checking Business Line of Credit Travel Book And Manage Travel Book a Trip Book Fine Hotels + Resorts® Book The Hotel Collection Book International Airline Program Book Cruise Privileges Program Manage My Trips Travel Inspiration View Travel Programs and Benefits Travel Guides & Inspiration Cruises and Custom Vacations Airport Lounge Access by Card Business Travel View All Business Travel Solutions Services and Support Travel Insurance Car Rental Insurance How to Book a Trip with Points How to Redeem Travelers Cheques Travel Help Center Global Assist Hotline Rewards & Benefits Rewards Membership Rewards® Program Cash back Refer a Friend Benefits and Offers View All Benefits Travel Amex Offers Entertainment and Events Security Manage Membership Dashboard Rewards Summary Points Value Calculator Cover Card Charges Pay with Points Redeem points for Gift Cards Support How do I find and add Amex Offers to my Card? View all FAQs Business Business Services Business Services Home View All Business Credit Cards Business Checking Business Line of Credit Business Class: Trends & Insights Corporate Solutions View All Corporate Cards and Programs For Mid-Sized Companies For Large and Global Enterprises Payment Products View All Payment Solutions Automated Payments vPayment Merchant Services Merchant Home Accept the Card Merchant Payment Solutions Get Support Customer Service United States Change Country My Account Card Accounts Create Your Online Account Account Home Confirm Your Card Statements & Activity Account Services Card Benefits Business Accounts Small Business Merchant Home American Express @ Work Other Accounts and Payments Savings Accounts Send Money & Split Purchases: Venmo and PayPal Membership Rewards® Point Summary Tools and Support SpendSmart® FICO® Score and Insights CreditSecure® Forgot User ID or Password? Security Center Cards Personal Cards View All Credit Cards Platinum Card® Interested in Amex? See if You’re Pre-Qualified Travel Credit Cards Cash Back Credit Cards No Annual Fee Credit Cards Business Credit Cards View All Business Credit Cards Business Platinum Card® Most Popular Business Credit Cards Travel Business Credit Cards No Annual Fee Business Credit Cards Flexible Payment Business Credit Cards Corporate Cards View All Corporate Cards and Programs Corporate Green Card Corporate Gold Card Corporate Platinum Card Corporate Purchasing Card Gift Cards View All Gift Cards Banking Personal Savings View All Savings Products High Yield Savings (HYSA) Certificates of Deposit (CD) Savings Help & Support Personal Checking and Loans Personal Checking Personal Checking Help Personal Loans Personal Loans Help Business Banking Business Checking Business Line of Credit Travel Book And Manage Travel Book a Trip Book Fine Hotels + Resorts® Book The Hotel Collection Book International Airline Program Book Cruise Privileges Program Manage My Trips Travel Inspiration View Travel Programs and Benefits Travel Guides & Inspiration Cruises and Custom Vacations Airport Lounge Access by Card Business Travel View All Business Travel Solutions Services and Support Travel Insurance Car Rental Insurance How to Book a Trip with Points How to Redeem Travelers Cheques Travel Help Center Global Assist Hotline Rewards & Benefits Rewards Membership Rewards® Program Cash back Refer a Friend Benefits and Offers View All Benefits Travel Amex Offers Entertainment and Events Security Manage Membership Dashboard Rewards Summary Points Value Calculator Cover Card Charges Pay with Points Redeem points for Gift Cards Support How do I find and add Amex Offers to my Card? View all FAQs Business Business Services Business Services Home View All Business Credit Cards Business Checking Business Line of Credit Business Class: Trends & Insights Corporate Solutions View All Corporate Cards and Programs For Mid-Sized Companies For Large and Global Enterprises Payment Products View All Payment Solutions Automated Payments vPayment Merchant Services Merchant Home Accept the Card Merchant Payment Solutions Get Support United States Change Country Your personal credit score may be impacted if you submit an application. Business Services Home View All Cards Delta SkyMiles ® Gold Business Card Business Services Home View All Cards Delta SkyMiles ® Gold Business Card How You Earn 2X MILES 2X MILES At Delta At Delta Per every eligible dollar spent on purchases made directly with Delta. ‡ 2X MILES 2X MILES On Eligible U.S. Purchases On Eligible U.S. Purchases at U.S. shipping providers & at U.S. providers for advertising in select media. Miles caps apply. ‡ $200,MISMATCH,https://www.americanexpress.com/en-us/business/credit-cards/delta-skymiles-gold/
Amex,Delta SkyMiles Gold Business American Express Card,signup_bonus,60000,Get Support United States Change Country Search clear search input search Customer Service Log In Log Out My Account Card A,MISMATCH,https://www.americanexpress.com/en-us/business/credit-cards/delta-skymiles-gold/
Amex,Delta SkyMiles Gold Business American Express Card,minimum_spend_amount,"$6,000",$200,MISMATCH,https://www.americanexpress.com/en-us/business/credit-cards/delta-skymiles-gold/
Amex,Delta SkyMiles Gold Business American Express Card,spend_time_frame,6,,MISSING,https://www.americanexpress.com/en-us/business/credit-cards/delta-skymiles-gold/
Amex,Delta SkyMiles Gold Business American Express Card,intro_apr_purchase,,,MISSING,https://www.americanexpress.com/en-us/business/credit-cards/delta-skymiles-gold/
Amex,Delta SkyMiles Gold Business American Express Card,foreign_tx_fee,No,Foreign Transaction Fees Use your Delta SkyMiles ® Gold Busines,MISMATCH,https://www.americanexpress.com/en-us/business/credit-cards/delta-skymiles-gold/
Amex,Delta SkyMiles Platinum Business American Express Card,annual_fee,350,"Annual Fee Credit Cards Business Credit Cards View All Business Credit Cards Business Platinum Card® Most Popular Business Credit Cards Travel Business Credit Cards No Annual Fee Business Credit Cards Flexible Payment Business Credit Cards Corporate Cards View All Corporate Cards and Programs Corporate Green Card Corporate Gold Card Corporate Platinum Card Corporate Purchasing Card Gift Cards View All Gift Cards United States Change Country Banking Banking Personal Savings View All Savings Products High Yield Savings (HYSA) Certificates of Deposit (CD) Savings Help & Support Personal Checking and Loans Personal Checking Personal Checking Help Personal Loans Personal Loans Help Business Banking Business Checking Business Line of Credit United States Change Country Travel Travel Book And Manage Travel Book a Trip Book Fine Hotels + Resorts® Book The Hotel Collection Book International Airline Program Book Cruise Privileges Program Manage My Trips Travel Inspiration View Travel Programs and Benefits Travel Guides & Inspiration Cruises and Custom Vacations Airport Lounge Access by Card Business Travel View All Business Travel Solutions Services and Support Travel Insurance Car Rental Insurance How to Book a Trip with Points How to Redeem Travelers Cheques Travel Help Center Global Assist Hotline United States Change Country Rewards & Benefits Rewards & Benefits Rewards Membership Rewards® Program Cash back Refer a Friend Benefits and Offers View All Benefits Travel Amex Offers Entertainment and Events Security Manage Membership Dashboard Rewards Summary Points Value Calculator Cover Card Charges Pay with Points Redeem points for Gift Cards Support How do I find and add Amex Offers to my Card? View all FAQs United States Change Country Business Business Business Services Business Services Home View All Business Credit Cards Business Checking Business Line of Credit Business Class: Trends & Insights Corporate Solutions View All Corporate Cards and Programs For Mid-Sized Companies For Large and Global Enterprises Payment Products View All Payment Solutions Automated Payments vPayment Merchant Services Merchant Home Accept the Card Merchant Payment Solutions Get Support United States Change Country Search clear search input search Customer Service Log In Log Out My Account Card Accounts Create Your Online Account Account Home Confirm Your Card Statements & Activity Account Services Card Benefits Business Accounts Small Business Merchant Home American Express @ Work Other Accounts and Payments Savings Accounts Send Money & Split Purchases: Venmo and PayPal Membership Rewards® Point Summary Tools and Support SpendSmart® FICO® Score and Insights CreditSecure® Forgot User ID or Password? Security Center Cards Personal Cards View All Credit Cards Platinum Card® Interested in Amex? See if You’re Pre-Qualified Travel Credit Cards Cash Back Credit Cards No Annual Fee Credit Cards Business Credit Cards View All Business Credit Cards Business Platinum Card® Most Popular Business Credit Cards Travel Business Credit Cards No Annual Fee Business Credit Cards Flexible Payment Business Credit Cards Corporate Cards View All Corporate Cards and Programs Corporate Green Card Corporate Gold Card Corporate Platinum Card Corporate Purchasing Card Gift Cards View All Gift Cards Banking Personal Savings View All Savings Products High Yield Savings (HYSA) Certificates of Deposit (CD) Savings Help & Support Personal Checking and Loans Personal Checking Personal Checking Help Personal Loans Personal Loans Help Business Banking Business Checking Business Line of Credit Travel Book And Manage Travel Book a Trip Book Fine Hotels + Resorts® Book The Hotel Collection Book International Airline Program Book Cruise Privileges Program Manage My Trips Travel Inspiration View Travel Programs and Benefits Travel Guides & Inspiration Cruises and Custom Vacations Airport Lounge Access by Card Business Travel View All Business Travel Solutions Services and Support Travel Insurance Car Rental Insurance How to Book a Trip with Points How to Redeem Travelers Cheques Travel Help Center Global Assist Hotline Rewards & Benefits Rewards Membership Rewards® Program Cash back Refer a Friend Benefits and Offers View All Benefits Travel Amex Offers Entertainment and Events Security Manage Membership Dashboard Rewards Summary Points Value Calculator Cover Card Charges Pay with Points Redeem points for Gift Cards Support How do I find and add Amex Offers to my Card? View all FAQs Business Business Services Business Services Home View All Business Credit Cards Business Checking Business Line of Credit Business Class: Trends & Insights Corporate Solutions View All Corporate Cards and Programs For Mid-Sized Companies For Large and Global Enterprises Payment Products View All Payment Solutions Automated Payments vPayment Merchant Services Merchant Home Accept the Card Merchant Payment Solutions Get Support Customer Service United States Change Country My Account Card Accounts Create Your Online Account Account Home Confirm Your Card Statements & Activity Account Services Card Benefits Business Accounts Small Business Merchant Home American Express @ Work Other Accounts and Payments Savings Accounts Send Money & Split Purchases: Venmo and PayPal Membership Rewards® Point Summary Tools and Support SpendSmart® FICO® Score and Insights CreditSecure® Forgot User ID or Password? Security Center Cards Personal Cards View All Credit Cards Platinum Card® Interested in Amex? See if You’re Pre-Qualified Travel Credit Cards Cash Back Credit Cards No Annual Fee Credit Cards Business Credit Cards View All Business Credit Cards Business Platinum Card® Most Popular Business Credit Cards Travel Business Credit Cards No Annual Fee Business Credit Cards Flexible Payment Business Credit Cards Corporate Cards View All Corporate Cards and Programs Corporate Green Card Corporate Gold Card Corporate Platinum Card Corporate Purchasing Card Gift Cards View All Gift Cards Banking Personal Savings View All Savings Products High Yield Savings (HYSA) Certificates of Deposit (CD) Savings Help & Support Personal Checking and Loans Personal Checking Personal Checking Help Personal Loans Personal Loans Help Business Banking Business Checking Business Line of Credit Travel Book And Manage Travel Book a Trip Book Fine Hotels + Resorts® Book The Hotel Collection Book International Airline Program Book Cruise Privileges Program Manage My Trips Travel Inspiration View Travel Programs and Benefits Travel Guides & Inspiration Cruises and Custom Vacations Airport Lounge Access by Card Business Travel View All Business Travel Solutions Services and Support Travel Insurance Car Rental Insurance How to Book a Trip with Points How to Redeem Travelers Cheques Travel Help Center Global Assist Hotline Rewards & Benefits Rewards Membership Rewards® Program Cash back Refer a Friend Benefits and Offers View All Benefits Travel Amex Offers Entertainment and Events Security Manage Membership Dashboard Rewards Summary Points Value Calculator Cover Card Charges Pay with Points Redeem points for Gift Cards Support How do I find and add Amex Offers to my Card? View all FAQs Business Business Services Business Services Home View All Business Credit Cards Business Checking Business Line of Credit Business Class: Trends & Insights Corporate Solutions View All Corporate Cards and Programs For Mid-Sized Companies For Large and Global Enterprises Payment Products View All Payment Solutions Automated Payments vPayment Merchant Services Merchant Home Accept the Card Merchant Payment Solutions Get Support United States Change Country Your personal credit score may be impacted if you submit an application. Business Services Home View All Cards Delta SkyMiles ® Platinum Business Card Business Services Home View All Cards Delta SkyMiles ® Platinum Business Card How You Earn 3X MILES 3X MILES At Delta & Hotels At Delta & Hotels Per every eligible dollar spent on purchases made directly with Delta and hotels. ‡ 1.5X Miles 1 1.5X Miles 1 On Eligible Transit, U.S. Shipping, & or Large Purchases On Eligible Transit, U.S. Shipping, & or Large Purchases Earn on transit including taxicabs, rideshares, and more, at U.S. shipping providers, and or on single eligible purchases of $5",MISMATCH,https://www.americanexpress.com/en-us/business/credit-cards/delta-skymiles-platinum/
Amex,Delta SkyMiles Platinum Business American Express Card,signup_bonus,90000,Get Support United States Change Country Search clear search input search Customer Service Log In Log Out My Account Card A,MISMATCH,https://www.americanexpress.com/en-us/business/credit-cards/delta-skymiles-platinum/
Amex,Delta SkyMiles Platinum Business American Express Card,minimum_spend_amount,"$8,000",$5,MISMATCH,https://www.americanexpress.com/en-us/business/credit-cards/delta-skymiles-platinum/
Amex,Delta SkyMiles Platinum Business American Express Card,spend_time_frame,6,,MISSING,https://www.americanexpress.com/en-us/business/credit-cards/delta-skymiles-platinum/
Amex,Delta SkyMiles Platinum Business American Express Card,intro_apr_purchase,,,MISSING,https://www.americanexpress.com/en-us/business/credit-cards/delta-skymiles-platinum/
Amex,Delta SkyMiles Platinum Business American Express Card,foreign_tx_fee,No,Foreign Transaction Fees There are no foreign transaction fees ,MATCH,https://www.americanexpress.com/en-us/business/credit-cards/delta-skymiles-platinum/
Amex,The Business Platinum Card from American Express,annual_fee,695,Annual Fee Credit Cards Business Credit Cards View All Business Credit Cards Business Platinum Card® Most Popular Business Credit Cards Travel Business Credit Cards No Annual Fee Business Credit Cards Flexible Payment Business Credit Cards Corporate Cards View All Corporate Cards and Programs Corporate Green Card Corporate Gold Card Corporate Platinum Card Corporate Purchasing Card Gift Cards View All Gift Cards United States Change Country Banking Banking Personal Savings View All Savings Products High Yield Savings (HYSA) Certificates of Deposit (CD) Savings Help & Support Personal Checking and Loans Personal Checking Personal Checking Help Personal Loans Personal Loans Help Business Banking Business Checking Business Line of Credit United States Change Country Travel Travel Book And Manage Travel Book a Trip Book Fine Hotels + Resorts® Book The Hotel Collection Book International Airline Program Book Cruise Privileges Program Manage My Trips Travel Inspiration View Travel Programs and Benefits Travel Guides & Inspiration Cruises and Custom Vacations Airport Lounge Access by Card Business Travel View All Business Travel Solutions Services and Support Travel Insurance Car Rental Insurance How to Book a Trip with Points How to Redeem Travelers Cheques Travel Help Center Global Assist Hotline United States Change Country Rewards & Benefits Rewards & Benefits Rewards Membership Rewards® Program Cash back Refer a Friend Benefits and Offers View All Benefits Travel Amex Offers Entertainment and Events Security Manage Membership Dashboard Rewards Summary Points Value Calculator Cover Card Charges Pay with Points Redeem points for Gift Cards Support How do I find and add Amex Offers to my Card? View all FAQs United States Change Country Business Business Business Services Business Services Home View All Business Credit Cards Business Checking Business Line of Credit Business Class: Trends & Insights Corporate Solutions View All Corporate Cards and Programs For Mid-Sized Companies For Large and Global Enterprises Payment Products View All Payment Solutions Automated Payments vPayment Merchant Services Merchant Home Accept the Card Merchant Payment Solutions Get Support United States Change Country Search clear search input search Customer Service Log In Log Out My Account Card Accounts Create Your Online Account Account Home Confirm Your Card Statements & Activity Account Services Card Benefits Business Accounts Small Business Merchant Home American Express @ Work Other Accounts and Payments Savings Accounts Send Money & Split Purchases: Venmo and PayPal Membership Rewards® Point Summary Tools and Support SpendSmart® FICO® Score and Insights CreditSecure® Forgot User ID or Password? Security Center Cards Personal Cards View All Credit Cards Platinum Card® Interested in Amex? See if You’re Pre-Qualified Travel Credit Cards Cash Back Credit Cards No Annual Fee Credit Cards Business Credit Cards View All Business Credit Cards Business Platinum Card® Most Popular Business Credit Cards Travel Business Credit Cards No Annual Fee Business Credit Cards Flexible Payment Business Credit Cards Corporate Cards View All Corporate Cards and Programs Corporate Green Card Corporate Gold Card Corporate Platinum Card Corporate Purchasing Card Gift Cards View All Gift Cards Banking Personal Savings View All Savings Products High Yield Savings (HYSA) Certificates of Deposit (CD) Savings Help & Support Personal Checking and Loans Personal Checking Personal Checking Help Personal Loans Personal Loans Help Business Banking Business Checking Business Line of Credit Travel Book And Manage Travel Book a Trip Book Fine Hotels + Resorts® Book The Hotel Collection Book International Airline Program Book Cruise Privileges Program Manage My Trips Travel Inspiration View Travel Programs and Benefits Travel Guides & Inspiration Cruises and Custom Vacations Airport Lounge Access by Card Business Travel View All Business Travel Solutions Services and Support Travel Insurance Car Rental Insurance How to Book a Trip with Points How to Redeem Travelers Cheques Travel Help Center Global Assist Hotline Rewards & Benefits Rewards Membership Rewards® Program Cash back Refer a Friend Benefits and Offers View All Benefits Travel Amex Offers Entertainment and Events Security Manage Membership Dashboard Rewards Summary Points Value Calculator Cover Card Charges Pay with Points Redeem points for Gift Cards Support How do I find and add Amex Offers to my Card? View all FAQs Business Business Services Business Services Home View All Business Credit Cards Business Checking Business Line of Credit Business Class: Trends & Insights Corporate Solutions View All Corporate Cards and Programs For Mid-Sized Companies For Large and Global Enterprises Payment Products View All Payment Solutions Automated Payments vPayment Merchant Services Merchant Home Accept the Card Merchant Payment Solutions Get Support Customer Service United States Change Country My Account Card Accounts Create Your Online Account Account Home Confirm Your Card Statements & Activity Account Services Card Benefits Business Accounts Small Business Merchant Home American Express @ Work Other Accounts and Payments Savings Accounts Send Money & Split Purchases: Venmo and PayPal Membership Rewards® Point Summary Tools and Support SpendSmart® FICO® Score and Insights CreditSecure® Forgot User ID or Password? Security Center Cards Personal Cards View All Credit Cards Platinum Card® Interested in Amex? See if You’re Pre-Qualified Travel Credit Cards Cash Back Credit Cards No Annual Fee Credit Cards Business Credit Cards View All Business Credit Cards Business Platinum Card® Most Popular Business Credit Cards Travel Business Credit Cards No Annual Fee Business Credit Cards Flexible Payment Business Credit Cards Corporate Cards View All Corporate Cards and Programs Corporate Green Card Corporate Gold Card Corporate Platinum Card Corporate Purchasing Card Gift Cards View All Gift Cards Banking Personal Savings View All Savings Products High Yield Savings (HYSA) Certificates of Deposit (CD) Savings Help & Support Personal Checking and Loans Personal Checking Personal Checking Help Personal Loans Personal Loans Help Business Banking Business Checking Business Line of Credit Travel Book And Manage Travel Book a Trip Book Fine Hotels + Resorts® Book The Hotel Collection Book International Airline Program Book Cruise Privileges Program Manage My Trips Travel Inspiration View Travel Programs and Benefits Travel Guides & Inspiration Cruises and Custom Vacations Airport Lounge Access by Card Business Travel View All Business Travel Solutions Services and Support Travel Insurance Car Rental Insurance How to Book a Trip with Points How to Redeem Travelers Cheques Travel Help Center Global Assist Hotline Rewards & Benefits Rewards Membership Rewards® Program Cash back Refer a Friend Benefits and Offers View All Benefits Travel Amex Offers Entertainment and Events Security Manage Membership Dashboard Rewards Summary Points Value Calculator Cover Card Charges Pay with Points Redeem points for Gift Cards Support How do I find and add Amex Offers to my Card? View all FAQs Business Business Services Business Services Home View All Business Credit Cards Business Checking Business Line of Credit Business Class: Trends & Insights Corporate Solutions View All Corporate Cards and Programs For Mid-Sized Companies For Large and Global Enterprises Payment Products View All Payment Solutions Automated Payments vPayment Merchant Services Merchant Home Accept the Card Merchant Payment Solutions Get Support United States Change Country About About American Express Newsroom Investor Relations Careers Global Network Contact Us Products & Services Credit Cards Business Credit Cards Corporate Programs View All Gift Cards Savings Accounts & CDs Download the App Links You May Like Membership Rewards FICO® Score and Insights CreditSecure® Accept Amex Cards Refer A Friend SpendSmart® Additional Information Credit Intel – Financial Education Center Supplier Code of Conduct Credit Score 101 Frequently Asked Questions About About American Express Newsroom Investor Relations Careers Global Network Contact Us Products & Services Credit Cards Business Credit Cards Corporate Programs View All Gift Cards Savings Accounts & CDs Download the App Links You May Like Membership Rewards FICO® Score and Insights CreditSecure® Accept Amex Cards Refer A Friend SpendSmart® Additional Information Credit Intel – Financial Education Center Supplier Code of Conduct Credit Score 101 Frequently Asked Questions United States Change Country Terms of Service Privacy Center Do Not Sell or Share My Personal Information AdChoices Security Center Card Agreements Servicemember Benefits Site Map All users of our online services are subject to our Privacy Statement and agree to be bound by the Terms of Service. Please review. © 2025,MISMATCH,https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/american-express-business-platinum-credit-card-amex/
Amex,The Business Platinum Card from American Express,signup_bonus,150000,Get Support United States Change Country Search clear search input search Customer Service Log In Log Out My Account Card A,MISMATCH,https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/american-express-business-platinum-credit-card-amex/
Amex,The Business Platinum Card from American Express,minimum_spend_amount,"$8,000",,MISSING,https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/american-express-business-platinum-credit-card-amex/
Amex,The Business Platinum Card from American Express,spend_time_frame,6,,MISSING,https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/american-express-business-platinum-credit-card-amex/
Amex,The Business Platinum Card from American Express,intro_apr_purchase,,,MISSING,https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/american-express-business-platinum-credit-card-amex/
Amex,The Business Platinum Card from American Express,foreign_tx_fee,No,,MISSING,https://www.americanexpress.com/us/credit-cards/business/business-credit-cards/american-express-business-platinum-credit-card-amex/
